id,ubigeo,region,provincia,distrito,area_terreno_m2,area_ocupada_m2,area_disponible_m2,area_techada_m2,antiguedad_anios,tiene_planos,planos_actualizados,material_predom_paredes,estado_conserv_paredes,material_predom_pisos,estado_conserv_pisos,material_predom_techo,estado_conserv_techo,electricidad_7_dias,electricidad_con,agua_procedencia,agua_potable,agua_7_dias,banio_coneccion
1334,210801,PUNO,MELGAR,AYAVIRI,15000,208,0,148,17,Sí,Sí,¿Ladrillo o bloque de cemento?,Bueno,¿Parquet?,Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1337,211101,PUNO,SAN ROMÁN,JULIACA,210,210,0,162,27,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1338,020112,ÁNCASH,HUARAZ,TARICA,1000,380,0,200,27,No,NA,¿Ladrillo o bloque de cemento?,Malo,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Tejas?,Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1339,020508,ÁNCASH,BOLOGNESI,HUALLANCA,180,180,0,180,18,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Madera (entablado)?,Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1340,020503,ÁNCASH,BOLOGNESI,ANTONIO RAYMONDI,300,300,0,170,3,No,NA,¿Adobe o tapial?,Malo,"¿Losetas, terrazos, cerámicas o similares?",Malo,¿Tejas?,Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1341,020507,ÁNCASH,BOLOGNESI,COLQUIOC,598,186,200,150,77,No sabe,NA,¿Ladrillo o bloque de cemento?,Malo,"¿Losetas, terrazos, cerámicas o similares?",Malo,"¿Concreto armado (losa aligerada, losa maciza)?",Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1342,020801,ÁNCASH,CASMA,CASMA,522,261,261,261,30,Sí,Sí,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1343,021004,ÁNCASH,HUARI,CHAVÍN DE HUÁNTAR,156,156,0,156,2,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,No,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1344,021702,ÁNCASH,RECUAY,CÁTAC,580,54,0,54,20,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1345,021809,ÁNCASH,SANTA,NUEVO CHIMBOTE,66,66,0,43,25,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1346,021809,ÁNCASH,SANTA,NUEVO CHIMBOTE,323,277,0,277,8,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1347,021901,ÁNCASH,SIHUAS,SIHUAS,121,121,0,121,7,No,NA,"¿Piedra, sillar con cal o cemento?",Muy bueno,¿Cemento?,Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Muy bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1348,060301,CAJAMARCA,CELENDÍN,CELENDIN,67,67,0,67,46,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1349,060502,CAJAMARCA,CONTUMAZÁ,CHILETE,110,110,0,116,30,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1350,060703,CAJAMARCA,HUALGAYOC,HUALGAYOC,130,130,0,130,9,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1351,061002,CAJAMARCA,SAN MARCOS,CHANCAY,1000,1000,0,151,15,No,NA,¿Adobe o tapial?,Malo,¿Cemento?,Bueno,¿Tejas?,Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1352,061202,CAJAMARCA,SAN PABLO,SAN BERNARDINO,410,213,197,213,100,Sí,No,¿Adobe o tapial?,Muy malo,¿Cemento?,Muy malo,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,No,NA,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1353,090601,HUANCAVELICA,HUAYTARÁ,HUAYTARÁ,24,24,0,49,7,No,NA,¿Ladrillo o bloque de cemento?,Muy bueno,"¿Losetas, terrazos, cerámicas o similares?",Muy bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Muy bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1354,110108,ICA,ICA,SALAS,20002,328,0,328,18,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Caña o estera con torta de barro?,Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Pozo?,NA,NA,¿Pozo séptico?
1355,110201,ICA,CHINCHA,CHINCHA ALTA,512,400,112,352,29,No,NA,¿Ladrillo o bloque de cemento?,Muy bueno,"¿Losetas, terrazos, cerámicas o similares?",Muy bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1356,110305,ICA,"NASCA",VISTA ALEGRE,3698,246,3452,246,24,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Malo,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Camión-cisterna u otro similar?,NA,NA,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1357,110503,ICA,PISCO,HUMAY,18,18,0,18,27,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1358,110505,ICA,PISCO,PARACAS,318,318,0,340,17,No,NA,¿Ladrillo o bloque de cemento?,Muy bueno,"¿Losetas, terrazos, cerámicas o similares?",Muy bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Muy bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1359,030101,APURÍMAC,ABANCAY,ABANCAY,2000,250,1750,250,7,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Láminas asfálticas, vinílicos o similares?",Muy bueno,¿Fibra de cemento o similar?,Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1360,030104,APURÍMAC,ABANCAY,CURAHUASI,354,151,203,151,20,Sí,No,¿Adobe o tapial?,Bueno,¿Cemento?,Bueno,¿Madera / entablillado?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1361,030201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,1193,117,1075,117,13,No,NA,¿Ladrillo o bloque de cemento?,Muy malo,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Planchas de calamina / metálicas / latón?,Muy malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1362,030401,APURÍMAC,AYMARAES,CHALHUANCA,1107,95,0,190,66,No,NA,¿Adobe o tapial?,Muy malo,¿Madera (entablado)?,Malo,¿Madera / entablillado?,Malo,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1363,190107,PASCO,PASCO,PAUCARTAMBO,94,94,0,94,23,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,No,NA,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1364,190111,PASCO,PASCO,TINYAHUARCO,402,402,0,346,80,No,NA,¿Adobe o tapial?,Malo,¿Madera (entablado)?,Malo,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,No,NA,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1365,190113,PASCO,PASCO,YANACANCHA,747,747,0,747,1,Sí,Sí,¿Ladrillo o bloque de cemento?,Bueno,¿Madera pulida?,Malo,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Camión-cisterna u otro similar?,NA,NA,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1366,240101,TUMBES,TUMBES,TUMBES,266,266,0,798,13,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1367,240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,3000,215,2785,215,13,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,No,¿Letrina (pozo ciego o negro)?
1368,100102,HUÁNUCO,HUÁNUCO,AMARILIS,5571,150,0,300,12,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1369,100317,HUÁNUCO,DOS DE MAYO,RIPAN,741,58,0,58,20,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1370,070101,CALLAO,CALLAO,CALLAO,600,245,0,326,15,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1371,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,276,128,60,128,35,No,NA,¿Adobe o tapial?,Malo,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Pozo séptico?
1372,180106,MOQUEGUA,MARISCAL NIETO,TORATA,843,450,393,350,12,Sí,No,¿Otro material?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Tejas?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Camión-cisterna u otro similar?,NA,NA,¿Otro?
1373,180301,MOQUEGUA,ILO,ILO,7500,300,7200,240,38,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Pozo séptico?
1374,230303,TACNA,JORGE BASADRE,ITE,828,828,0,267,8,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Fibra de cemento o similar?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Camión-cisterna u otro similar?,NA,NA,¿Pozo séptico?
1375,230301,TACNA,JORGE BASADRE,LOCUMBA,309,309,0,309,48,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,¿Fibra de cemento o similar?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Letrina (pozo ciego o negro)?
1377,150204,LIMA,BARRANCA,SUPE,1232,354,878,1062,15,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1379,150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,525,246,279,246,46,No,NA,¿Adobe o tapial?,Muy malo,"¿Losetas, terrazos, cerámicas o similares?",Malo,¿Caña o estera con torta de barro?,Muy malo,Sí,¿Medidor de uso exclusivo?,¿Pozo?,NA,NA,¿Pozo séptico?
1380,150509,LIMA,CAÑETE,MALA,280,199,0,120,39,No,NA,¿Ladrillo o bloque de cemento?,Malo,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Planchas de calamina / metálicas / latón?,Malo,Sí,¿Medidor de uso exclusivo?,¿Pozo?,NA,NA,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1381,150605,LIMA,HUARAL,CHANCAY,1754,420,1334,840,40,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1382,150605,LIMA,HUARAL,CHANCAY,1235,1235,0,332,17,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,¿Planchas de calamina / metálicas / latón?,Malo,NA,NA,¿Camión-cisterna u otro similar?,NA,NA,¿Pozo séptico?
1383,150705,LIMA,HUAROCHIRI,CHICLA,180,180,0,180,17,No,NA,¿Adobe o tapial?,Malo,¿Madera (entablado)?,Malo,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,No,NA,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1384,150727,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,4500,180,0,180,25,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1385,150732,LIMA,HUAROCHIRI,SURCO,396,396,0,246,28,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,No,NA,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1386,150811,LIMA,HUAURA,SAYAN,95,95,0,190,10,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1387,100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,1574,77,0,77,53,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1389,221001,SAN MARTÍN,TOCACHE,TOCACHE,1020,275,0,550,23,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1390,250301,UCAYALI,PADRE ABAD,PADRE ABAD,961,78,0,78,20,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,No tiene baño
1391,250305,UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,840,325,0,325,24,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1392,050401,AYACUCHO,HUANTA,HUANTA,631,117,0,117,21,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1393,050508,AYACUCHO,LA MAR,TAMBO,586,94,0,94,30,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
1395,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,1849,1065,784,1065,7,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
2000,101007,HUÁNUCO,LAURICOCHA,SAN MIGUEL DE CAURI,200,146,0,112,15,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
2001,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,104,104,0,206,127,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
2002,250303,UCAYALI,PADRE ABAD,CURIMANÁ,100,50,50,50,7,Sí,Sí,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Pozo?,NA,NA,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
2003,120601,JUNÍN,SATIPO,SATIPO,2473,1923,400,480,45,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
2004,151001,LIMA,YAUYOS,YAUYOS,876,876,0,530,20,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Malo,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
2005,150128,LIMA,LIMA,RÍMAC,296,296,0,240,15,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
3000,061102,CAJAMARCA,SAN MIGUEL,BOLÍVAR,130,130,0,130,5,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
3001,150114,LIMA,LIMA,LA MOLINA,200,200,0,480,10,No,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
3002,150140,LIMA,LIMA,SANTIAGO DE SURCO,1196,441,755,836,6,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
3003,021801,ÁNCASH,SANTA,CHIMBOTE,814,476,338,476,50,Sí,No,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
3004,050612,AYACUCHO,LUCANAS,OCAÑA,283,283,0,283,6,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Cemento?,Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
3005,030109,APURÍMAC,ABANCAY,TAMBURCO,254,254,0,254,30,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,¿Planchas de calamina / metálicas / latón?,Malo,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
3006,060303,CAJAMARCA,CELENDÍN,CORTEGANA,250,250,0,181,7,No,NA,¿Adobe o tapial?,Bueno,¿Cemento?,Bueno,¿Madera / entablillado?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
3007,130604,LA LIBERTAD,OTUZCO,CHARAT,600,600,0,400,201,No,NA,¿Ladrillo o bloque de cemento?,Muy bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
3008,220803,SAN MARTÍN,RIOJA,ELIAS SOPLIN VARGAS,620,426,194,705,8,No,NA,¿Ladrillo o bloque de cemento?,Bueno,¿Madera pulida?,Bueno,¿Planchas de calamina / metálicas / latón?,Bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
3010,040109,AREQUIPA,AREQUIPA,MARÍANO MELGAR,512,245,267,570,17,No,NA,¿Ladrillo o bloque de cemento?,Muy bueno,"¿Losetas, terrazos, cerámicas o similares?",Muy bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Muy bueno,Sí,¿Medidor de uso exclusivo?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
3011,040110,AREQUIPA,AREQUIPA,MIRAFLORES,1270,87,0,67,10,No sabe,NA,¿Ladrillo o bloque de cemento?,Bueno,"¿Losetas, terrazos, cerámicas o similares?",Bueno,"¿Concreto armado (losa aligerada, losa maciza)?",Bueno,Sí,¿Medidor compartido con alguna entidad pública o privada?,¿Red pública dentro del local?,Sí,Sí,¿Red pública de desagüe dentro de la comisaría/Unidad especializada?
